286125803	57.9214110	56.2971036	Няшино	2031226	761424	
286126187	57.8944629	56.2993951	Ферма	2030023	761509	
286133540	58.9721109	31.9612008	Гряды	2004140	041852	
286545064	54.6358590	21.0690008	Гвардейск	2058442	101803	
286942316	58.2829981	30.2432378	Уторгош	2004608	058105	
287097382	56.4742541	67.3070137	Вагай	2030268	791036	
287097472	56.6614541	66.3098977	Ялуторовск	2030263	790802	
287209355	57.9695989	32.6986279	Любница	2004596	055728	
287631281	56.0270435	69.7924996	Шаблыкино	2030278	791740	
287661723	42.5472374	47.8852707	Избербаш	2064216		
287756323	51.9940299	48.7993069	92 км			
287929414	49.0578156	40.3652508	Мальчевская	2064596		
287933814	48.9213192	40.3926924	Миллерово	2064375		
288471738	55.4098329	60.9978324	Ишалино	2040475		
288993112	54.9845731	60.3618555	Чебаркуль	2040425		
288993339	54.9832664	60.7564353	Бишкиль	2040423		
289776696	56.8138825	59.3883838	Солдатка	2061639	259608	
290718886	43.9148725	39.3207210	Лазаревская	2064030	533206	
290721002	43.6532356	39.6478942	Дагомыс	2064033	532932	
290871689	58.2887671	68.3109059	Тобольск	2030284	796103	
290871797	58.6074534	68.7645968	Ингаир	2030591	796141	
290875032	54.5956182	36.5249509	Желябужская	2000371	187950	
291708380	59.8803374	31.7674612	Войбокало	2004167	048207	
291779618	52.4953391	82.7888918	Алейская	2044680		
291832089	53.7045397	84.9405772	Заринская	2044730		
292326218	55.1477692	83.7629688	Буготак			
292789222	55.6549560	37.6221979	Варшавская	2001050	193400	
293058034	58.6222643	30.6249144	Мойка	2004613	040544	
293187925	44.6072667	33.5976282	Инкерман-I	2210733		
293204760	44.7558909	33.8493068	Бахчисарай	2210895	473607/857203	
293905407	60.7521695	28.6501909	Пригородная	2005311	021505	
295346154	58.0534762	30.2036431	Куклино	2004605	057920	
295534208	58.6512518	30.1613821	25 км			
295535601	58.6281584	30.4282935	Радом	2004117	040525	
295868506	56.0770563	49.8883018	Арск	2060623	253508	
295958224	53.8222249	92.5650945	Туба	2038282		
296086322	58.3038988	48.2865309	Котельнич-2			
296346413	45.4589225	39.4714487	Кореновск	2064265		
296354577	46.2273456	41.2935358	Развильная	2064269		
296376850	44.8909600	38.8338072	ст. Афипская, парк "А"	2064187		
296379514	44.9105429	38.9068990	Энем 2			
296379529	44.8277452	39.2061235	Псекупс	2064662		
296379570	44.5988507	39.0909595	Долина Очарования	2065569		
296379599	44.5327996	39.1365371	Фанагорийская	2064634	524226	
296423347	56.4283841	55.5965446	Куеда	2060570	258003	
296915149	44.5783298	39.7026145	Ерик	2065154		
296929280	44.8694276	37.8614079	Баканская	2064179		
296932646	45.0254697	37.9079062	Киевский	2064627		
296977810	44.9505302	37.3182804	Анапа	2064188		
296983678	56.5389640	37.5599948	Вербилки	2000027	238809	
296984713	55.0566548	84.7787127	Курундус	2028068		
296985588	45.1968521	37.1486735	Старотитаровка	2064172		
296992993	45.1887801	37.2872820	Красная Стрела	2064169	522930	
296995504	45.2879969	37.3563349	Темрюк	2064177	523007	
297075388	45.3690053	40.1805573	Гречишкино	2064207		
298085541	47.2405707	39.7551228	Солнечная			
298094401	45.2486726	39.0106299	Титаровка	2064159		
299023902	56.7459687	37.2007631	Дубна	2001026	239017	
299212938	45.2334973	38.1452847	Протока	2064305		
